Name	Set	Imagefile	Number	Type	Affiliation	Offense	Cost	Ilustrador	Skills	Bloque	Edicion	Rework
Aghast, El Dragon	espada_sagrada_aniversario	148	148	Aliado	Dragon	1	2	MAURICIO HERRERA	Cuando Aghast, El Dragón, entra en juego, puedes buscar un arma en tu mazo castillo y ponerla en tu mano.	Primer Bloque	Espada Sagrada	
Cultistas del Dragon	espada_sagrada_aniversario	149	149	Aliado	Dragon	1	2	JUAN VÁSQUEZ	Puedes destruir a Cultista del Dragón, para ver la mano de tu oponente y barajar en su mazo castillo una carta de Aliado de su mano.	Primer Bloque	Espada Sagrada	
Duendes	espada_sagrada_aniversario	150	150	Aliado	Faerie	2	0	ANDRÉS SILVA	Cuando Duendes entre en juego, debes descartar 1 carta.	Primer Bloque	Espada Sagrada	
Balduino	espada_sagrada_aniversario	151	151	Aliado	Caballero	3	1	MAURICIO HERRERA	Al finalizar cada turno en que haya atacado gana -1 de fuerza permanentemente.	Primer Bloque	Espada Sagrada	
Duque Godofredo	espada_sagrada_aniversario	152	152	Aliado	Caballero	2	2	MAURICIO HERRERA	Mientras Duque Godofredo esté en juego, todos tus caballeros ganan +1 a la fuerza.	Primer Bloque	Espada Sagrada	
Curandera	espada_sagrada_aniversario	153	153	Aliado	Caballero	1	3	VENUS ASTUDILLO	Mientras Curandera esté en juego, tus cartas reducen en 1 su coste.	Primer Bloque	Espada Sagrada	
Ataque a Traicion	espada_sagrada_aniversario	154	154	Talisman			6	MAURICIO HERRERA	En tu Fase de Vigilia, todos los aliados oponentes pasan a tu control y pueden ser declarados atacantes. Si no ganas en esté turno pierdes el Juego (Carta Única).	Primer Bloque	Espada Sagrada	
Misil Magico	espada_sagrada_aniversario	155	155	Talisman			2	MAURICIO HERRERA	En guerra de Talismanes, elige entre robar 2 cartas o que un Aliado gane + 2 a la fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
Corona de Arturo	espada_sagrada_aniversario	156	156	Oro				WALDO RETAMALES	Mientras controles 2 o más Aliados, los Oros son indestructibles. Si Corona de Arturo está en tu Cementerio, puedes desterrarla para robar 1 carta de tu Mazo Castillo.	Primer Bloque	Espada Sagrada	
Cria de Wyrm	espada_sagrada_aniversario	157	157	Aliado	Dragon	2	3	CARLOS HERRERA	Cuando Cría de Wyrm entra en juego, puedes desterrar un Aliado oponente de coste 3.	Primer Bloque	Espada Sagrada	
Lohengrin	espada_sagrada_aniversario	158	158	Aliado	Caballero	2	3	SERGIO QUIJADA	En tu Fase Vigilia y una vez por turno, si un Aliado Caballero entra en juego puedes buscar un Arma en tu Mazo Castillo y ponerla en tu mano.	Primer Bloque	Espada Sagrada	
Rey Pescador	espada_sagrada_aniversario	159	159	Aliado	Caballero	3	3	NITROX	Cuando Rey Pescador entra en juego, roba tantas cartas de tu Mazo Castillo como Armas controles.	Primer Bloque	Espada Sagrada	
Draco Conjurador	espada_sagrada_aniversario	160	160	Aliado	Dragon	2	3	WALDO RETAMALES	Cuando Draco Conjurador entra en juego, puedes buscar un oro normal en tu mazo castillo y ponerlo en tu mano.	Primer Bloque	Espada Sagrada	
Faeries	espada_sagrada_aniversario	161	161	Oro				MYL	Sólo puedes tener un Faeries en juego. Sólo puede ser jugado desde tu mano. Mientras Faeries esté en tu reserva de Oro, tus Aliados Faerie de coste 3 o menos que estén en tu Línea de Defensa ganan 1 a la fuerza.	Primer Bloque	Espada Sagrada	
Llewelyn, Voz de Plata	espada_sagrada_aniversario	162	162	Aliado	Caballero	2	3	VENUS ASTUDILLO	Cuando Llewelyn voz de plata entra en juego, elige un Aliado oponente y súbelo a su mano.	Primer Bloque	Espada Sagrada	
Flecha Acida	espada_sagrada_aniversario	163	163	Talisman			2	MAURICIO HERRERA	Destruye un Aliado oponente de fuerza 2 o menor. Luego roba 1 carta.	Primer Bloque	Espada Sagrada	
Pixie	espada_sagrada_aniversario	164	164	Aliado	Faerie	1	2	JUAN VÁSQUEZ	En tu fase de vigilia y sólo si tienes a Morgana en juego, puedes elegir entre robar 3 cartas o buscar 2 en tu cementerio y barajarlas en tu mazo castillo.	Primer Bloque	Espada Sagrada	
Simon de Montfort	espada_sagrada_aniversario	165	165	Aliado	Caballero	2	3	MAURICIO HERRERA	En tu fase de vigilia, genera 2 oros para pagar el coste de un Tótem.	Primer Bloque	Espada Sagrada	
Maza de Guerra	espada_sagrada_aniversario	166	166	Arma			3	MAURICIO HERRERA	Su portador gana +2 a la fuerza y no puede ser afectado por Talismanes.	Primer Bloque	Espada Sagrada	
Templo del Desierto	espada_sagrada_aniversario	167	167	Totem			3	WALDO RETAMALES	Mientras Templo del Desierto esté en juego, sólo se puede declarar un aliado atacante por turno.	Primer Bloque	Espada Sagrada	
Capitan Imperial	espada_sagrada_aniversario	168	168	Aliado	Caballero	1	3	CARLOS HERRERA	Cuando Capitán Imperial entra en juego, todos los aliados en la Línea de Defensa oponente, pasan a la Línea de Ataque.	Primer Bloque	Espada Sagrada	
Incinerar	espada_sagrada_aniversario	169	169	Talisman			0	GABRIEL RODRÍGUEZ	Destruye 2 de tus Aliados y una carta oponente. Incinerar no afecta oros.	Primer Bloque	Espada Sagrada	
Lady Rachel	espada_sagrada_aniversario	170	170	Aliado	Caballero	1	3	MAURICIO HERRERA	Puedes desterrar a Lady Rachel para destruir un Dragón oponente.	Primer Bloque	Espada Sagrada	
Sir Gabriel	espada_sagrada_aniversario	171	171	Aliado	Caballero	1	2	VENUS ASTUDILLO	Sir Gabriel gana + 1 a la fuerza, por cada carta que tengas en tu zona de destierro.	Primer Bloque	Espada Sagrada	
Isolda	espada_sagrada_aniversario	172	172	Aliado	Caballero	1	2	WALDO RETAMALES	En respuesta a la destrucción de uno de tus Caballeros, puedes desterrar a Isolda para salvarlo.	Primer Bloque	Espada Sagrada	
Lord Fergus Macloud	espada_sagrada_aniversario	173	173	Aliado	Caballero	4	2	WALDO RETAMALES	Sólo puede atacar si descartas 3.	Primer Bloque	Espada Sagrada	
Sir Wesley	espada_sagrada_aniversario	174	174	Aliado	Caballero	4	4	MAURICIO HERRERA	Sir Wesley no puede portar armas.	Primer Bloque	Espada Sagrada	
Sir Badallor	espada_sagrada_aniversario	175	175	Aliado	Caballero	2	4	ANDRÉS SILVA	Si porta un arma, puede bloquear 2 Aliados.	Primer Bloque	Espada Sagrada	
Loth	espada_sagrada_aniversario	176	176	Aliado	Caballero	2	3	MAURICIO HERRERA	Si Loth es tu único Aliado declarado atacante, no se pueden jugar Talismanes hasta el final del turno.	Primer Bloque	Espada Sagrada	
Sir Baldwin	espada_sagrada_aniversario	177	177	Aliado	Caballero	1	2	MAURICIO HERRERA	Si es destruido, puedes ver las 3 cartas superiores de tu mazo castillo y devolverlas en el orden que quieras.	Primer Bloque	Espada Sagrada	
Sir Lionel	espada_sagrada_aniversario	178	178	Aliado	Caballero	2	3	MAURICIO HERRERA	En respuesta a finalizar tu turno, si Sir Lionel está en línea de ataque puedes agruparlo.	Primer Bloque	Espada Sagrada	
Sir Hector	espada_sagrada_aniversario	179	179	Aliado	Caballero	2	3	GABRIEL RODRÍGUEZ	Cuando Sir Héctor entra en juego, tu oponente descarta 1.	Primer Bloque	Espada Sagrada	
Sir Sagregor	espada_sagrada_aniversario	180	180	Aliado	Caballero	8	6	MAURICIO HERRERA	Sir Sagregor no puede portar armas.	Primer Bloque	Espada Sagrada	
Dragon Montaña	espada_sagrada_aniversario	181	181	Aliado	Dragon	5	3	JUAN VÁSQUEZ	Si Dragón Montaña ataca, debe ser destruido al final del turno.	Primer Bloque	Espada Sagrada	
Tortuga Dragon	espada_sagrada_aniversario	182	182	Aliado	Dragon	1	2	WALDO RETAMALES	Tortuga Dragón puede atacar cuando entra en juego.	Primer Bloque	Espada Sagrada	
Dragon Espia	espada_sagrada_aniversario	183	183	Aliado	Dragon	2	3	JUDEH	Si Dragón Espía hace daño al mazo castillo oponente, puedes ver su mano.	Primer Bloque	Espada Sagrada	
Darg, El Semi Dragon	espada_sagrada_aniversario	184	184	Aliado	Dragon	2	4	MAURICIO HERRERA	En tu fase de vigilia y hasta 3 veces por turno, puedes pagar 1 de oro para que Darg, El Semi Dragón, gane + 1 a la fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
Dragon Negro	espada_sagrada_aniversario	185	185	Aliado	Dragon	2	4	JUAN VÁSQUEZ	Todos los Caballeros ganan -1 a la fuerza, mientras Dragón Negro esté en juego.	Primer Bloque	Espada Sagrada	
Dragon de Mercurio	espada_sagrada_aniversario	186	186	Aliado	Dragon	1	4	GABRIEL RODRÍGUEZ	En guerra de Talismanes, gana + 1 a la fuerza por cada Dragón que esté en tu cementerio.	Primer Bloque	Espada Sagrada	
Monta Dragones	espada_sagrada_aniversario	187	187	Aliado	Dragon	2	3	MAURICIO HERRERA	Si es destruido, tu oponente debe botar tantas cartas como fuerza tenga Monta Dragones.	Primer Bloque	Espada Sagrada	
Wyvern	espada_sagrada_aniversario	188	188	Aliado	Dragon	2	3	CARLOS HERRERA	La carta que destruya a Wyvern debe ser desterrada.	Primer Bloque	Espada Sagrada	
Draco Esmeralda	espada_sagrada_aniversario	189	189	Aliado	Dragon	1	3	MAURICIO HERRERA	Cuando Draco Esmeralda entra en juego, puedes buscar un Faerie en tu mazo castillo y ponerlo en tu mano.	Primer Bloque	Espada Sagrada	
Serpentino	espada_sagrada_aniversario	190	190	Aliado	Dragon	2	3	MAURICIO HERRERA	En guerra de Talismanes, puedes pagar 1 oro para que un Aliado oponente gane -1 a la fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
Mulvan, el Dragon	espada_sagrada_aniversario	191	191	Aliado	Dragon	2	2	ALEJANDRO ROJAS	En guerra de Talismanes, Mulvan, El Dragón puede duplicar su fuerza. Al final de esté turno, destiérralo.	Primer Bloque	Espada Sagrada	
Lord Elfo	espada_sagrada_aniversario	192	192	Aliado	Faerie	1	3	GABRIEL RODRÍGUEZ	Gana + 1 a la fuerza, por cada Faerie que tengas en juego.	Primer Bloque	Espada Sagrada	
Lady Shee'Dia	espada_sagrada_aniversario	193	193	Aliado	Faerie	2	3	WALDO RETAMALES	Cuando Lady Shee' Dia entra en juego, puedes buscar a Sir Galahad en tu mazo castillo y ponerlo en tu mano.	Primer Bloque	Espada Sagrada	
Greenknight	espada_sagrada_aniversario	194	194	Aliado	Faerie	0	3	JUAN VÁSQUEZ	Gana + 1 a la fuerza, por cada oro que tengas en juego.	Primer Bloque	Espada Sagrada	
Banshee	espada_sagrada_aniversario	195	195	Aliado	Faerie	2	3	VENUS ASTUDILLO	Cuando entra en juego, puedes eligir un Aliado oponente para que no pueda atacar mientras Banshee esté en juego.	Primer Bloque	Espada Sagrada	
Pooka	espada_sagrada_aniversario	196	196	Aliado	Faerie	2	4	ANDRÉS SILVA	Cuando Pooka entra en juego, puedes buscar hasta 3 Faeries en tu cementerio y barájarlos en tu mazo castillo.	Primer Bloque	Espada Sagrada	
Elfo Oscuro	espada_sagrada_aniversario	197	197	Aliado	Faerie	1	2	JUAN VÁSQUEZ	Cuando Elfo Oscuro entra en juego, roba 1 carta.	Primer Bloque	Espada Sagrada	
Nixx	espada_sagrada_aniversario	198	198	Aliado	Faerie	1	2	JUAN VÁSQUEZ	Cuando Nixx porta un arma, gana +2 a la fuerza.	Primer Bloque	Espada Sagrada	
Lobos de Avalon	espada_sagrada_aniversario	199	199	Aliado	Faerie	2	3	WALDO RETAMALES	Cuando Lobos de Ávalon entra en juego, puedes buscar otro Lobos de Avalon en tu mazo castillo y ponerlo en tu mano.	Primer Bloque	Espada Sagrada	
Kelpie	espada_sagrada_aniversario	200	200	Aliado	Faerie	1	2	WALDO RETAMALES	Cuando Kelpie entra en juego, uno de tus Dragones gana + 2 a la fuerza permanente y durante esté turno se considera imbloqueable.	Primer Bloque	Espada Sagrada	
Bane	espada_sagrada_aniversario	201	201	Aliado	Faerie	1	4	MAURICIO HERRERA	Cuando Bane entra en juego puedes elegir, de tu oponente, un oro con habilidad para que lo baraje en su mazo castillo.	Primer Bloque	Espada Sagrada	
Ettin	espada_sagrada_aniversario	202	202	Aliado	Faerie	3	4	ABBAY	En respuesta a que Ettin sea declarado atacante, puedes buscar un Aliado de fuerza 2 en tu mazo castillo y ponerlo en la línea de defensa sin pagar su coste.	Primer Bloque	Espada Sagrada	
San Jorge y el Dragon	espada_sagrada_aniversario	203	203	Talisman			2	JUAN VÁSQUEZ	Por cada Dragón de tu oponente, un Aliado gana + 1 de fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
Cuatro Fuertes Vientos	espada_sagrada_aniversario	204	204	Talisman			3	VENUS ASTUDILLO	En respuesta a un ataque, es destruido el Aliado oponente de mayor fuerza.	Primer Bloque	Espada Sagrada	
Congelar	espada_sagrada_aniversario	205	205	Talisman			1	MAURICIO HERRERA	En respuesta a un ataque, un Aliado oponente pierde su habilidad hasta el final del turno.	Primer Bloque	Espada Sagrada	
Nombrado Caballero	espada_sagrada_aniversario	206	206	Talisman			2	VENUS ASTUDILLO	Tus Aliados son Caballeros hasta el final del turno.	Primer Bloque	Espada Sagrada	
Estampida	espada_sagrada_aniversario	207	207	Talisman			1	WALDO RETAMALES	En respuesta a finalizar tu turno, juega Estampida. Un Aliado oponente a elección debe atacar en el próximo turno. Si esté no ataca es destruido.	Primer Bloque	Espada Sagrada	
Cuna de Gusanos	espada_sagrada_aniversario	208	208	Talisman			3	JUAN VÁSQUEZ	En respuesta a que uno de tus aliados sea destruido, baraja de tu cementerio a tu mazo castillo tantas cartas como fuerza tenga ese aliado.	Primer Bloque	Espada Sagrada	
Pergamino Magico	espada_sagrada_aniversario	209	209	Talisman			2	ABBAY	Busca un Talismán en tu mazo castillo y ponlo en tu mano. Tu oponente puede botar 3 cartas para anular Pergamino Mágico.	Primer Bloque	Espada Sagrada	
La Piedra de los Sueños	espada_sagrada_aniversario	210	210	Talisman			2	MAURICIO HERRERA	Busca dos armas en tu mazo castillo y ponlas en tu mano.	Primer Bloque	Espada Sagrada	
Justa	espada_sagrada_aniversario	211	211	Talisman			0	ABBAY	Destruye uno de tus Aliados y un oponente de igual fuerza.	Primer Bloque	Espada Sagrada	
El Juicio de Dios	espada_sagrada_aniversario	212	212	Talisman			3	MAURICIO HERRERA	Cada jugador destruye, a su elección, 2 cartas que tenga en juego. El Juicio de Dios no afecta oros.	Primer Bloque	Espada Sagrada	
Knockers	espada_sagrada_aniversario	213	213	Talisman			2	JUAN VÁSQUEZ	Un Aliado que porte un arma, gana + 2 a la fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
Brownie	espada_sagrada_aniversario	214	214	Talisman			3	WALDO RETAMALES	Descarta 2 de tu oponente al azar. Tu oponente roba 1 carta.	Primer Bloque	Espada Sagrada	
Legado del Bosque	espada_sagrada_aniversario	215	215	Talisman			2	JUAN VÁSQUEZ	Cada jugador baraja 2 cartas de su cementerio con su mazo castillo y luego roba 1 carta.	Primer Bloque	Espada Sagrada	
Producir Terremoto	espada_sagrada_aniversario	216	216	Talisman			3	MAURICIO HERRERA	Cada jugador bota 3 cartas. Producir Terremoto no puede ser anulado.	Primer Bloque	Espada Sagrada	
Totem del Errante	espada_sagrada_aniversario	217	217	Totem			5	MAURICIO HERRERA	En tu fase de vigilia, puedes pagar 2 de oro para desterrar la carta superior del mazo castillo oponente.	Primer Bloque	Espada Sagrada	
Totem Goblin	espada_sagrada_aniversario	218	218	Totem			4	MAURICIO HERRERA	En tu fase de vigilia y una vez por turno, puedes pagar 3 de oro para que tu oponente bote 3 cartas.	Primer Bloque	Espada Sagrada	
Totem de Cristal	espada_sagrada_aniversario	219	219	Totem			2	GABRIEL RODRÍGUEZ	En tu fase de vigilia y una vez por turno, puedes pagar 3 de oro para barajar un Talismán de tu cementerio a tu mazo castillo.	Primer Bloque	Espada Sagrada	
Totem Alquimico	espada_sagrada_aniversario	220	220	Totem			4	JUAN VÁSQUEZ	En tu fase de vigilia y sólo una vez por turno, puedes destruir a uno de tus Aliados para generar tanto oro como fuerza tenga ese Aliado.	Primer Bloque	Espada Sagrada	
Oldhage	espada_sagrada_aniversario	221	221	Totem			3	WALDO RETAMALES	En tu fase de vigilia, puedes pagar 2 de oro y botar 1 carta para buscar un Tótem en tu mazo castillo y ponerlo en tu mano.	Primer Bloque	Espada Sagrada	
Totem del Conjurador	espada_sagrada_aniversario	222	222	Totem			6	JUAN VÁSQUEZ	Sólo puedes tener un Tótem del Conjurador en tu línea de apoyo. Cada vez que bajes un Aliado, tu oponente bota de su mazo castillo tantas cartas como fuerza tenga el Aliado.	Primer Bloque	Espada Sagrada	
Armadura Completa	espada_sagrada_aniversario	223	223	Arma			2	MAURICIO HERRERA	El portador de Armadura Completa no puede ser afectado por habilidades de Aliados oponentes.	Primer Bloque	Espada Sagrada	
Hacha de Batalla	espada_sagrada_aniversario	224	224	Arma			3	MAURICIO HERRERA	El portador de Hacha de Batalla gana + 2 a la fuerza y puede robar 1 carta extra al final del turno.	Primer Bloque	Espada Sagrada	
Botas Elficas	espada_sagrada_aniversario	225	225	Arma			1	MAURICIO HERRERA	El portador de Botas Elficas puede ser declarado como atacante.	Primer Bloque	Espada Sagrada	
Espada Dentada	espada_sagrada_aniversario	226	226	Arma			2	MAURICIO HERRERA	Si su portador es un Dragón, gana + 2 a la fuerza. Si su portador no es un Dragón, gana + 1 a la fuerza.	Primer Bloque	Espada Sagrada	
Mandoble	espada_sagrada_aniversario	227	227	Arma			3	MAURICIO HERRERA	El portador de Mandoble duplica su fuerza y para atacar debe pagar 2 de oro.	Primer Bloque	Espada Sagrada	
Scotish	espada_sagrada_aniversario	228	228	Arma			2	MAURICIO HERRERA	Si su portador es un Faerie, gana + 2 a la fuerza. Si su portador no es un Faerie, gana + 1 a la fuerza.	Primer Bloque	Espada Sagrada	
Morning Star	espada_sagrada_aniversario	229	229	Arma			3	MAURICIO HERRERA	El portador de Morning Star gana + 2 a la fuerza y se considera imbloqueable.	Primer Bloque	Espada Sagrada	
Ivanhoe	espada_sagrada_aniversario	230	230	Aliado	Caballero	2	4	MAURICIO HERRERA	El Aliado que bloquee a Ivanhoe es destruido al final del turno.	Primer Bloque	Espada Sagrada	
Caballero Hospitalario	espada_sagrada_aniversario	231	231	Aliado	Caballero	1	2	MAURICIO HERRERA	Puedes destruir a Caballero Hospitalario para destruir un Tótem oponente.	Primer Bloque	Espada Sagrada	
Caballero Teuton	espada_sagrada_aniversario	232	232	Aliado	Caballero	2	5	MAURICIO HERRERA	Caballero Teutón no puede ser destruido.	Primer Bloque	Espada Sagrada	
Caballero Templario	espada_sagrada_aniversario	233	233	Aliado	Caballero	3	6	MAURICIO HERRERA	En tu fase de vigilia, si tienes 3 copias de Caballero Templario en tu cementerio puedes ponerlos en tu línea de defensa sin pagar su coste.	Primer Bloque	Espada Sagrada	
Duque Enrico Dandolo	espada_sagrada_aniversario	234	234	Aliado	Caballero	2	3	MAURICIO HERRERA	En respuesta a que tu oponente juegue un Talismán, destierra a Duque Enrico Dandolo para anular a ese Talismán.	Primer Bloque	Espada Sagrada	
Basilio II Bulgaroktonos	espada_sagrada_aniversario	235	235	Aliado	Caballero	4	3	MAURICIO HERRERA	Después de atacar es destruido.	Primer Bloque	Espada Sagrada	
